,Email,Age,Education,Marital-status,Gender,Income
391,GuillermoLall@gmail.com,31,HS-grad,Never-married,Male,<=50k
392,GeorgettaDelahoussaye@gmail.com,48,Masters,Never-married,Female,<=50k
393,JenniferWhite@gmail.com,24,HS-grad,Never-married,Female,<=50k
395,HectorHeadrick@gmail.com,37,HS-grad,Separated,Male,<=50k
396,RobertDwight@gmail.com,45,Bachelors,Married-civ-spouse,Male,>50k
398,DavidMcgowan@gmail.com,36,Masters,Married-civ-spouse,Male,<=50k
399,JamesHigginbotham@gmail.com,45,Bachelors,Married-civ-spouse,Male,<=50k
400,HollyDailey@gmail.com,41,Bachelors,Never-married,Female,<=50k
401,RuthWinchester@gmail.com,26,Assoc-acdm,Never-married,Female,<=50k
402,YvetteDart@gmail.com,17,11th,Never-married,Female,<=50k
404,KennethMyers@gmail.com,43,HS-grad,Married-civ-spouse,Male,<=50k
405,JustinStater@gmail.com,35,HS-grad,Never-married,Male,<=50k
406,PatriciaHenning@gmail.com,38,Bachelors,Divorced,Female,<=50k
407,RichardSmith@gmail.com,26,HS-grad,Never-married,Male,<=50k
408,SusanJohnson@gmail.com,28,Some-college,Never-married,Female,<=50k
409,TinaWolfe@gmail.com,38,Bachelors,Married-civ-spouse,Female,>50k
410,RenaDickey@gmail.com,36,11th,Divorced,Female,<=50k
411,MildredLassiter@gmail.com,33,HS-grad,Married-civ-spouse,Female,>50k
412,RooseveltStagner@gmail.com,19,HS-grad,Never-married,Male,<=50k
414,JohnBrock@gmail.com,42,10th,Married-civ-spouse,Male,<=50k
415,LarryAnderson@gmail.com,50,10th,Married-civ-spouse,Male,>50k
416,DavidCampbell@gmail.com,30,HS-grad,Married-civ-spouse,Male,<=50k
417,JosephWilliams@gmail.com,37,Some-college,Married-civ-spouse,Male,<=50k
418,KevinMuller@gmail.com,54,Prof-school,Married-civ-spouse,Male,>50k
419,GeraldHeck@gmail.com,52,Bachelors,Never-married,Male,<=50k
421,EldoraChiles@gmail.com,33,HS-grad,Divorced,Female,<=50k
422,RyanPreston@gmail.com,25,Some-college,Never-married,Male,<=50k
423,RonaldBernhardt@gmail.com,24,Bachelors,Never-married,Male,<=50k
424,LucyCusimano@gmail.com,26,Assoc-voc,Separated,Female,<=50k
425,MitchellCain@gmail.com,39,HS-grad,Separated,Male,>50k
426,JoPatterson@gmail.com,59,HS-grad,Divorced,Female,<=50k
427,AnnaSkinner@gmail.com,29,Some-college,Never-married,Female,<=50k
428,RoxanneGlover@gmail.com,47,11th,Never-married,Female,<=50k
430,DanielWelsh@gmail.com,64,HS-grad,Married-civ-spouse,Male,<=50k
431,MilesSalvas@gmail.com,21,HS-grad,Never-married,Male,<=50k
432,LeeOdonoghue@gmail.com,32,Some-college,Married-civ-spouse,Female,>50k
433,NoemiJessup@gmail.com,26,HS-grad,Never-married,Female,<=50k
435,DwayneClement@gmail.com,62,Masters,Married-civ-spouse,Male,<=50k
436,JosephLeblanc@gmail.com,32,Bachelors,Married-civ-spouse,Male,>50k
438,ThomasBilderback@gmail.com,45,HS-grad,Married-civ-spouse,Male,<=50k
439,EllisJacobs@gmail.com,31,Bachelors,Married-civ-spouse,Male,>50k
440,QuentinCanchola@gmail.com,32,HS-grad,Married-civ-spouse,Male,<=50k
441,PaulSmith@gmail.com,24,Bachelors,Married-civ-spouse,Male,<=50k
442,JenniferMassengill@gmail.com,25,Bachelors,Never-married,Female,<=50k
443,RobertJohnson@gmail.com,41,HS-grad,Married-civ-spouse,Male,<=50k
444,BarbaraEargle@gmail.com,18,Some-college,Never-married,Female,<=50k
445,SamWilcox@gmail.com,44,Doctorate,Married-civ-spouse,Male,>50k
446,SylvesterGreene@gmail.com,40,Some-college,Married-civ-spouse,Male,<=50k
447,KennethChu@gmail.com,27,Bachelors,Never-married,Male,<=50k
448,TimothyAllen@gmail.com,23,Bachelors,Never-married,Male,<=50k
449,MichealLittles@gmail.com,21,Some-college,Never-married,Male,<=50k
450,RobertShoemake@gmail.com,37,HS-grad,Married-civ-spouse,Male,<=50k
451,RichardDavis@gmail.com,65,HS-grad,Married-civ-spouse,Male,<=50k
452,LarryRivera@gmail.com,43,Masters,Married-civ-spouse,Male,>50k
453,MelvinHart@gmail.com,45,HS-grad,Never-married,Male,<=50k
454,MargaretSmith@gmail.com,24,Bachelors,Never-married,Female,<=50k
455,WilliamWilliams@gmail.com,24,Some-college,Never-married,Male,<=50k
456,MichealKent@gmail.com,19,Some-college,Never-married,Male,<=50k
457,JohnBernal@gmail.com,37,Bachelors,Married-civ-spouse,Male,>50k
458,BeatriceLambrakis@gmail.com,24,HS-grad,Never-married,Female,<=50k
459,TylerStiles@gmail.com,34,Some-college,Married-civ-spouse,Male,<=50k
460,SallyBennett@gmail.com,50,HS-grad,Married-civ-spouse,Female,<=50k
461,JamesCronin@gmail.com,36,HS-grad,Married-civ-spouse,Male,<=50k
462,JasonMulloy@gmail.com,39,Bachelors,Married-civ-spouse,Male,<=50k
463,PhilipHamilton@gmail.com,44,7th-8th,Married-civ-spouse,Male,<=50k
464,NicholasWhitman@gmail.com,45,HS-grad,Married-civ-spouse,Male,<=50k
465,ClevelandYankee@gmail.com,32,11th,Never-married,Male,<=50k
466,CraigHunte@gmail.com,47,Masters,Married-civ-spouse,Male,>50k
467,JamesNelson@gmail.com,50,HS-grad,Married-civ-spouse,Male,<=50k
468,WallaceTaylor@gmail.com,32,Assoc-voc,Married-civ-spouse,Male,<=50k
469,ThomasStewart@gmail.com,19,HS-grad,Never-married,Male,<=50k
472,DickSchrack@gmail.com,28,HS-grad,Divorced,Male,<=50k
473,ScottLower@gmail.com,39,Masters,Never-married,Male,>50k
474,JoaquinJackson@gmail.com,21,Some-college,Never-married,Male,<=50k
475,ElizabethWard@gmail.com,73,Some-college,Widowed,Female,<=50k
476,RichardStuemke@gmail.com,39,7th-8th,Married-civ-spouse,Male,<=50k
477,RaymondSilva@gmail.com,25,Some-college,Never-married,Male,<=50k
478,AngelaSealy@gmail.com,31,Some-college,Married-AF-spouse,Female,<=50k
479,CieraClark@gmail.com,51,Some-college,Divorced,Female,<=50k
480,LindaScher@gmail.com,39,Bachelors,Married-civ-spouse,Female,<=50k
481,AlbertMcnorton@gmail.com,31,Bachelors,Divorced,Male,<=50k
482,PeterSchwartz@gmail.com,21,Some-college,Never-married,Male,<=50k
483,MatthewRoberts@gmail.com,46,Bachelors,Divorced,Male,>50k
484,NettieRomero@gmail.com,73,HS-grad,Divorced,Female,<=50k
485,RichardThom@gmail.com,41,HS-grad,Divorced,Male,<=50k
486,MarkFrances@gmail.com,20,HS-grad,Never-married,Male,<=50k
487,RobertCarlton@gmail.com,27,Assoc-acdm,Never-married,Male,<=50k
488,JohnnyMullins@gmail.com,24,Bachelors,Never-married,Male,<=50k
489,JoshuaJohnson@gmail.com,20,Some-college,Married-civ-spouse,Male,<=50k
490,LuisCasey@gmail.com,39,Assoc-voc,Never-married,Male,<=50k
491,DonLightsey@gmail.com,27,Bachelors,Never-married,Male,<=50k
492,GlenErnesto@gmail.com,33,11th,Married-civ-spouse,Male,<=50k
493,AlfredoMartinez@gmail.com,33,HS-grad,Married-civ-spouse,Male,<=50k
494,ErnestLudkowski@gmail.com,36,9th,Married-civ-spouse,Male,<=50k
495,DerrickScott@gmail.com,55,Some-college,Married-civ-spouse,Male,<=50k
496,BarryTingley@gmail.com,19,Some-college,Never-married,Male,<=50k
497,PaulMurry@gmail.com,35,HS-grad,Never-married,Male,<=50k
498,MichaelTorres@gmail.com,34,5th-6th,Never-married,Male,<=50k
499,AileenRios@gmail.com,62,Prof-school,Divorced,Female,<=50k
500,LuisDiaz@gmail.com,33,Some-college,Married-civ-spouse,Male,>50k
501,GraigMoore@gmail.com,39,9th,Married-civ-spouse,Male,<=50k
502,RobertHolmes@gmail.com,36,Some-college,Married-civ-spouse,Male,<=50k
503,EmilyWesley@gmail.com,41,Bachelors,Divorced,Female,<=50k
504,RonaldReynosa@gmail.com,39,HS-grad,Married-civ-spouse,Male,<=50k
506,JoanMatthews@gmail.com,18,HS-grad,Never-married,Female,<=50k
507,GeorgeJones@gmail.com,61,Some-college,Married-civ-spouse,Male,>50k
508,DorothyGrant@gmail.com,20,Assoc-voc,Never-married,Female,<=50k
509,OtisAllen@gmail.com,35,HS-grad,Married-civ-spouse,Male,>50k
510,MichaelBaker@gmail.com,27,HS-grad,Never-married,Male,<=50k
511,BessieBass@gmail.com,66,10th,Widowed,Female,<=50k
512,EdwinJensen@gmail.com,21,HS-grad,Never-married,Male,<=50k
513,GabriellaLyon@gmail.com,20,Some-college,Never-married,Female,<=50k
514,JaredJohnson@gmail.com,34,Some-college,Divorced,Male,<=50k
517,DonnaFleming@gmail.com,31,HS-grad,Separated,Female,<=50k
518,MaxHoke@gmail.com,41,Doctorate,Married-civ-spouse,Male,<=50k
519,JosephMijangos@gmail.com,64,1st-4th,Married-civ-spouse,Male,<=50k
520,LydiaHarris@gmail.com,32,Bachelors,Never-married,Female,<=50k
521,GeorgeDavis@gmail.com,30,HS-grad,Married-civ-spouse,Male,>50k
522,DouglasCarpenter@gmail.com,36,Bachelors,Married-civ-spouse,Male,<=50k
523,DanielMosley@gmail.com,22,Some-college,Never-married,Male,<=50k
524,BenLong@gmail.com,53,Some-college,Married-civ-spouse,Male,<=50k
525,KarenSiefert@gmail.com,50,HS-grad,Widowed,Female,<=50k
526,CecilCrowe@gmail.com,36,Bachelors,Married-civ-spouse,Male,<=50k
527,EdwardSowers@gmail.com,41,11th,Married-civ-spouse,Male,<=50k
528,DianeScott@gmail.com,55,Bachelors,Never-married,Female,<=50k
529,RogerDamon@gmail.com,38,Bachelors,Married-civ-spouse,Male,>50k
530,MichaelBailey@gmail.com,28,Bachelors,Never-married,Male,<=50k
531,LauraCleary@gmail.com,24,Bachelors,Never-married,Female,<=50k
532,ChristinaHarmon@gmail.com,60,Some-college,Divorced,Female,<=50k
533,StevenDoyle@gmail.com,54,10th,Married-civ-spouse,Male,<=50k
534,DonaldChapman@gmail.com,27,HS-grad,Married-civ-spouse,Male,<=50k
535,LillianSilva@gmail.com,30,Masters,Married-civ-spouse,Female,<=50k
536,ChangGarfinkle@gmail.com,54,HS-grad,Widowed,Male,<=50k
537,JamesGahan@gmail.com,44,Some-college,Married-civ-spouse,Male,>50k
538,EdwardCaldwell@gmail.com,52,HS-grad,Married-civ-spouse,Male,>50k
539,ReginaldCarlson@gmail.com,18,11th,Never-married,Male,<=50k
540,AnthonyStafford@gmail.com,55,7th-8th,Married-civ-spouse,Male,<=50k
541,AdamVelasquez@gmail.com,35,Bachelors,Married-civ-spouse,Male,>50k
542,FlorenceDrews@gmail.com,37,Bachelors,Divorced,Female,>50k
543,ElizabethShreffler@gmail.com,22,Some-college,Never-married,Female,<=50k
544,MatthewCorcoran@gmail.com,45,Bachelors,Married-civ-spouse,Male,>50k
545,DavidHibner@gmail.com,38,Bachelors,Married-civ-spouse,Male,<=50k
546,StevenRamirez@gmail.com,48,Bachelors,Married-civ-spouse,Male,<=50k
547,JonathanDigirolamo@gmail.com,35,Assoc-voc,Married-civ-spouse,Male,<=50k
548,JamesMobley@gmail.com,21,Assoc-voc,Married-civ-spouse,Male,<=50k
549,BobbyPrice@gmail.com,37,HS-grad,Married-civ-spouse,Male,>50k
550,MichaelPennington@gmail.com,18,11th,Never-married,Male,<=50k
551,KevinFoster@gmail.com,26,10th,Divorced,Male,<=50k
552,JoseGresham@gmail.com,48,Bachelors,Married-civ-spouse,Male,<=50k
553,GeraldBoyd@gmail.com,51,Some-college,Separated,Male,>50k
554,WillieSkillern@gmail.com,52,Some-college,Married-civ-spouse,Male,<=50k
555,DavidGadsen@gmail.com,32,Bachelors,Married-civ-spouse,Male,>50k
556,WilliamStinnett@gmail.com,39,Bachelors,Married-civ-spouse,Male,<=50k
557,ThomasLaffoon@gmail.com,51,Bachelors,Married-civ-spouse,Male,>50k
558,RobertBrooks@gmail.com,54,Bachelors,Married-civ-spouse,Male,<=50k
559,ReynaMontoro@gmail.com,21,Some-college,Never-married,Female,<=50k
560,LindaUrias@gmail.com,43,HS-grad,Separated,Female,<=50k
561,CherylWilson@gmail.com,32,Some-college,Never-married,Female,<=50k
562,HaroldEddy@gmail.com,31,Masters,Married-civ-spouse,Male,>50k
564,HermanCloud@gmail.com,26,Some-college,Never-married,Male,<=50k
565,RaymondMarmol@gmail.com,35,HS-grad,Never-married,Male,<=50k
566,JohnNelson@gmail.com,73,5th-6th,Married-civ-spouse,Male,>50k
567,RubyRedmond@gmail.com,25,Bachelors,Never-married,Female,<=50k
568,RobertWilson@gmail.com,58,Assoc-voc,Married-civ-spouse,Male,<=50k
569,AlexanderAdams@gmail.com,32,HS-grad,Separated,Female,<=50k
570,MatthewDunn@gmail.com,28,Bachelors,Married-civ-spouse,Male,<=50k
571,JoannSlama@gmail.com,41,Masters,Never-married,Female,<=50k
572,DavidSterling@gmail.com,53,HS-grad,Married-civ-spouse,Male,<=50k
573,BeverlySeaman@gmail.com,49,HS-grad,Separated,Female,<=50k
574,ManuelDillard@gmail.com,55,Bachelors,Married-civ-spouse,Male,>50k
575,SarahGarland@gmail.com,29,Some-college,Married-civ-spouse,Female,>50k
576,StevenCiresi@gmail.com,28,Assoc-voc,Married-civ-spouse,Male,<=50k
577,JohnSmock@gmail.com,44,HS-grad,Married-civ-spouse,Male,<=50k
578,RandallTurner@gmail.com,41,Masters,Married-civ-spouse,Male,>50k
579,JohnMcguire@gmail.com,26,Assoc-voc,Married-civ-spouse,Male,>50k
580,BrianMerrow@gmail.com,23,HS-grad,Married-civ-spouse,Male,>50k
581,EdnaYoung@gmail.com,37,Bachelors,Married-civ-spouse,Female,>50k
582,MartinKing@gmail.com,23,Bachelors,Never-married,Male,>50k
583,NatalieHysmith@gmail.com,33,Some-college,Never-married,Female,<=50k
584,JohnScott@gmail.com,44,HS-grad,Never-married,Male,>50k
585,LeroyBrown@gmail.com,21,Some-college,Never-married,Male,<=50k
586,ThomasRobinson@gmail.com,36,11th,Married-civ-spouse,Male,<=50k
587,JohnRowell@gmail.com,44,Bachelors,Married-civ-spouse,Male,<=50k
588,JoanFletcher@gmail.com,23,HS-grad,Never-married,Female,<=50k
589,RobertMallen@gmail.com,26,HS-grad,Divorced,Male,<=50k
590,PatrickWenzel@gmail.com,32,5th-6th,Never-married,Male,<=50k
591,ErnestWalls@gmail.com,31,Some-college,Married-civ-spouse,Male,>50k
592,VickieSwink@gmail.com,50,HS-grad,Separated,Female,<=50k
593,PatriciaWatts@gmail.com,18,Some-college,Never-married,Female,<=50k
594,HomerZahn@gmail.com,49,Bachelors,Married-civ-spouse,Male,>50k
595,WendySalmons@gmail.com,59,HS-grad,Divorced,Female,<=50k
596,TammyMosley@gmail.com,38,HS-grad,Separated,Female,<=50k
597,LowellBustos@gmail.com,50,Some-college,Married-civ-spouse,Male,<=50k
598,RobertMassenburg@gmail.com,51,Some-college,Married-civ-spouse,Male,<=50k
599,EduardoJones@gmail.com,22,Some-college,Never-married,Male,<=50k
600,DanielleSimpson@gmail.com,54,HS-grad,Married-civ-spouse,Female,>50k
601,EddieJohnson@gmail.com,37,HS-grad,Never-married,Male,<=50k
602,WillieBlais@gmail.com,31,Bachelors,Widowed,Male,<=50k
603,JayBerry@gmail.com,67,Bachelors,Married-civ-spouse,Male,<=50k
605,StephanieGutierrez@gmail.com,21,Some-college,Never-married,Female,<=50k
606,PatriciaPhillips@gmail.com,30,HS-grad,Never-married,Female,<=50k
607,ErnestoPatterson@gmail.com,32,Some-college,Married-civ-spouse,Male,<=50k
608,DavidDurgan@gmail.com,36,Assoc-voc,Never-married,Male,<=50k
609,CecilHowell@gmail.com,33,Bachelors,Never-married,Male,<=50k
610,BernardReeves@gmail.com,37,HS-grad,Married-civ-spouse,Male,<=50k
611,SamuelBlair@gmail.com,29,Prof-school,Married-civ-spouse,Male,>50k
613,RobertDesorcy@gmail.com,26,Some-college,Never-married,Male,<=50k
614,KeithLambert@gmail.com,51,7th-8th,Married-civ-spouse,Male,<=50k
615,DennisWalker@gmail.com,39,HS-grad,Married-civ-spouse,Male,<=50k
616,PaulMiller@gmail.com,18,HS-grad,Never-married,Male,<=50k
617,WalterOney@gmail.com,52,12th,Married-civ-spouse,Male,<=50k
618,DavidIyo@gmail.com,31,Some-college,Married-civ-spouse,Male,<=50k
619,JamesHoward@gmail.com,45,Bachelors,Married-civ-spouse,Male,>50k
620,WaynePeterson@gmail.com,38,Some-college,Married-civ-spouse,Male,<=50k
621,EllaWhitehead@gmail.com,21,Assoc-acdm,Never-married,Female,<=50k
622,FrankRouth@gmail.com,33,HS-grad,Separated,Male,<=50k
623,RussellColon@gmail.com,39,Some-college,Divorced,Male,<=50k
624,JackCaldwell@gmail.com,31,HS-grad,Married-civ-spouse,Male,<=50k
625,HowardSmock@gmail.com,43,Bachelors,Married-civ-spouse,Male,>50k
627,KevinWade@gmail.com,33,Bachelors,Married-civ-spouse,Male,>50k
628,RichardWillis@gmail.com,49,HS-grad,Married-civ-spouse,Male,<=50k
629,MarkPenson@gmail.com,41,HS-grad,Married-civ-spouse,Male,<=50k
630,JamesGilbert@gmail.com,55,Some-college,Divorced,Male,<=50k
631,HeatherSweeten@gmail.com,52,Some-college,Divorced,Female,<=50k
632,StephenPerkins@gmail.com,42,Bachelors,Divorced,Male,<=50k
633,MyrnaReaves@gmail.com,24,Some-college,Never-married,Female,<=50k
634,DanSanders@gmail.com,42,HS-grad,Married-spouse-absent,Male,<=50k
635,WoodrowCote@gmail.com,41,Bachelors,Married-civ-spouse,Male,>50k
636,WalterSutton@gmail.com,35,HS-grad,Married-civ-spouse,Male,<=50k
638,EdwardRodriques@gmail.com,54,Masters,Divorced,Male,>50k
639,GeorgeBise@gmail.com,24,5th-6th,Never-married,Male,<=50k
642,ElizabethDuke@gmail.com,57,Bachelors,Married-civ-spouse,Female,>50k
643,RichardBeacham@gmail.com,58,Masters,Married-civ-spouse,Male,>50k
644,DanielCollier@gmail.com,32,HS-grad,Never-married,Male,<=50k
645,GraceBoswell@gmail.com,22,HS-grad,Never-married,Female,<=50k
646,MichelleMisfeldt@gmail.com,20,HS-grad,Divorced,Female,<=50k
649,EthelNewton@gmail.com,26,HS-grad,Never-married,Female,<=50k
650,GaryListon@gmail.com,33,11th,Married-civ-spouse,Male,<=50k
651,KarenPearce@gmail.com,19,10th,Never-married,Female,<=50k
652,CherylCribbs@gmail.com,50,HS-grad,Married-civ-spouse,Female,>50k
653,PaulDelgado@gmail.com,32,HS-grad,Married-civ-spouse,Male,<=50k
654,ArthurWray@gmail.com,51,Bachelors,Married-civ-spouse,Male,>50k
655,SaraAngell@gmail.com,18,Some-college,Never-married,Female,<=50k
656,BrianAbles@gmail.com,35,Masters,Married-civ-spouse,Male,>50k
658,EdwinMitchell@gmail.com,46,HS-grad,Divorced,Male,<=50k
659,JuniorToevs@gmail.com,37,HS-grad,Divorced,Male,<=50k
660,PriscillaArnold@gmail.com,45,Some-college,Married-civ-spouse,Female,>50k
661,VictorSanders@gmail.com,63,9th,Married-civ-spouse,Male,<=50k
662,JohnSherburne@gmail.com,53,HS-grad,Never-married,Male,<=50k
663,MarthaPerry@gmail.com,24,HS-grad,Never-married,Female,<=50k
666,CesarMartin@gmail.com,47,HS-grad,Married-civ-spouse,Male,<=50k
667,BarbaraKnowles@gmail.com,41,HS-grad,Never-married,Female,<=50k
668,HenryKennedy@gmail.com,27,HS-grad,Divorced,Male,<=50k
669,JosephBernard@gmail.com,35,HS-grad,Married-civ-spouse,Male,<=50k
670,VirginiaParker@gmail.com,19,Some-college,Never-married,Female,<=50k
671,JoleneQuan@gmail.com,47,Some-college,Separated,Female,<=50k
672,BettinaOneal@gmail.com,25,Bachelors,Never-married,Female,<=50k
673,JayMassie@gmail.com,59,Prof-school,Married-civ-spouse,Male,>50k
674,BarbaraPushard@gmail.com,28,10th,Never-married,Female,<=50k
675,DeeTownsend@gmail.com,17,10th,Never-married,Female,<=50k
676,ScottPerkins@gmail.com,21,Some-college,Never-married,Male,<=50k
677,HelenStecklein@gmail.com,31,HS-grad,Divorced,Female,<=50k
678,MariaShoup@gmail.com,49,HS-grad,Divorced,Female,<=50k
679,FrankScarbrough@gmail.com,48,Masters,Married-civ-spouse,Male,>50k
680,FredBowen@gmail.com,60,Doctorate,Divorced,Male,<=50k
681,CharlieRaby@gmail.com,33,12th,Never-married,Male,<=50k
682,GaryWoods@gmail.com,40,HS-grad,Married-civ-spouse,Male,<=50k
683,TerenceFitzsimmons@gmail.com,42,Some-college,Married-civ-spouse,Male,<=50k
684,RobertGragg@gmail.com,34,HS-grad,Married-civ-spouse,Male,<=50k
685,MarcoStevens@gmail.com,38,Assoc-voc,Divorced,Male,<=50k
686,RussellJoyce@gmail.com,58,Some-college,Married-civ-spouse,Male,>50k
688,ElsieRing@gmail.com,52,Some-college,Separated,Female,<=50k
689,ArnulfoQuiles@gmail.com,22,Some-college,Married-civ-spouse,Male,<=50k
690,HowardMundell@gmail.com,24,Bachelors,Married-civ-spouse,Male,>50k
691,GraceBrickey@gmail.com,39,HS-grad,Divorced,Female,<=50k
692,SteveTaylor@gmail.com,41,Masters,Married-civ-spouse,Male,>50k
694,NickyRagland@gmail.com,56,9th,Married-civ-spouse,Male,<=50k
695,TinaWilliamson@gmail.com,21,HS-grad,Never-married,Female,<=50k
696,MarilynWhiting@gmail.com,29,HS-grad,Divorced,Female,<=50k
697,EricMaffit@gmail.com,45,Assoc-voc,Divorced,Male,<=50k
698,GregoryGilbert@gmail.com,44,Some-college,Married-civ-spouse,Male,>50k
699,MarcSteele@gmail.com,54,Masters,Married-civ-spouse,Male,>50k
700,MiguelHelton@gmail.com,24,Some-college,Never-married,Male,<=50k
701,AndrewRosenblum@gmail.com,40,Bachelors,Married-civ-spouse,Male,<=50k
702,WmLindon@gmail.com,43,Bachelors,Never-married,Male,>50k
704,DoloresChaput@gmail.com,41,11th,Divorced,Female,<=50k
705,MariaDudley@gmail.com,32,Assoc-voc,Divorced,Female,<=50k
706,JenniferWilder@gmail.com,31,Bachelors,Married-civ-spouse,Female,<=50k
707,JeromeMcdaniel@gmail.com,26,HS-grad,Divorced,Male,<=50k
708,KimCruz@gmail.com,50,Bachelors,Married-civ-spouse,Male,>50k
709,RaymondMartinez@gmail.com,62,Assoc-voc,Married-civ-spouse,Male,<=50k
710,WilliamFreeman@gmail.com,24,HS-grad,Married-civ-spouse,Male,<=50k
711,StevenCantu@gmail.com,58,Bachelors,Divorced,Male,>50k
712,RobertThornton@gmail.com,44,Some-college,Married-civ-spouse,Male,>50k
713,MarkReilly@gmail.com,44,12th,Divorced,Male,<=50k
714,JohnJohnson@gmail.com,37,Some-college,Married-civ-spouse,Male,>50k
715,AnthonyJones@gmail.com,65,7th-8th,Never-married,Male,<=50k
716,AlbertGates@gmail.com,33,HS-grad,Married-civ-spouse,Male,>50k
718,WilliamGallagher@gmail.com,56,Masters,Married-civ-spouse,Male,>50k
719,MichaelSutton@gmail.com,35,Masters,Married-civ-spouse,Male,>50k
720,AlHaas@gmail.com,33,Bachelors,Never-married,Male,<=50k
721,CliffordCarson@gmail.com,35,Bachelors,Married-civ-spouse,Male,<=50k
722,TammyBoyd@gmail.com,47,Some-college,Married-spouse-absent,Female,<=50k
723,ChristopherGoolesby@gmail.com,35,9th,Married-civ-spouse,Male,<=50k
724,AlexandriaPajerski@gmail.com,56,Some-college,Divorced,Female,<=50k
725,PedroWilson@gmail.com,29,Masters,Never-married,Male,<=50k
726,WayneChildress@gmail.com,53,Prof-school,Married-civ-spouse,Male,>50k
727,BrandiPrevite@gmail.com,42,Assoc-voc,Separated,Female,<=50k
729,JordanMills@gmail.com,24,Bachelors,Never-married,Male,<=50k
730,MatthewRamirez@gmail.com,33,HS-grad,Married-civ-spouse,Male,<=50k
731,SteveMason@gmail.com,42,10th,Married-civ-spouse,Male,<=50k
732,DavidAdams@gmail.com,38,Some-college,Married-civ-spouse,Male,>50k
733,BrianEdwards@gmail.com,32,HS-grad,Never-married,Male,<=50k
734,PaulBarbosa@gmail.com,20,7th-8th,Never-married,Male,<=50k
735,JamesAnderson@gmail.com,32,HS-grad,Married-civ-spouse,Male,<=50k
736,HarryEdmondson@gmail.com,28,Some-college,Married-civ-spouse,Male,>50k
737,GeorgeHalbert@gmail.com,51,HS-grad,Married-civ-spouse,Male,>50k
738,EthanShieh@gmail.com,41,HS-grad,Never-married,Male,<=50k
